MFN;Columna;Antes;Despues
032124;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
032126;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
032129;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
032132;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
032139;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
032141;v7_Tipo_de_documento;congreso<|>Libro electrónico;Congreso<|>Libro electrónico
032142;v7_Tipo_de_documento;congreso<|>Libro electrónico;Congreso<|>Libro electrónico
032143;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
032144;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
032145;v7_Tipo_de_documento;manual<|>Libro electrónico;Manual<|>Libro electrónico
032146;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
032147;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
032152;v7_Tipo_de_documento;monografía<|>Libro electrónico;Monografía<|>Libro electrónico
